de-date,tavg,tmin,tmax,wind,globrad,precip,relhumid
09.07.2016,16.56,11.26,21.08,2.41,22.69,1.86,74.88
10.07.2016,17.12,11.43,21.72,1.55,21.99,0.6,81.62
11.07.2016,18.62,13.23,23.0,2.22,24.68,1.18,78.5
12.07.2016,21.36,15.48,26.46,3.2,22.69,0.34,80.62
13.07.2016,23.48,18.05,28.98,2.55,27.03,0.03,78.88
14.07.2016,24.48,17.63,29.51,1.93,27.78,0.0,70.5
15.07.2016,26.73,18.97,32.74,1.41,25.61,0.0,66.94
16.07.2016,27.73,20.71,34.51,0.98,23.05,0.36,70.06
17.07.2016,25.19,19.66,30.8,3.3,26.06,0.24,81.19
18.07.2016,24.3,20.56,29.81,2.97,22.4,9.63,79.69
19.07.2016,20.6,17.56,23.43,0.95,9.87,17.89,87.69
20.07.2016,17.48,13.26,19.73,2.64,7.52,5.73,88.12
21.07.2016,17.53,11.51,21.77,1.84,20.07,3.88,78.12
22.07.2016,17.59,15.04,19.96,1.26,14.95,7.21,78.31
23.07.2016,17.05,13.9,20.69,3.49,9.0,18.14,87.31
24.07.2016,19.55,15.7,23.52,3.25,17.61,1.97,83.25
25.07.2016,20.34,15.94,24.82,2.01,21.87,5.04,87.62
26.07.2016,21.84,15.93,26.49,1.44,21.63,1.29,78.75
27.07.2016,23.12,17.26,28.18,0.98,23.06,0.23,69.69
28.07.2016,22.24,17.55,26.65,1.56,19.85,1.69,79.12
29.07.2016,22.8,16.51,27.25,1.33,23.55,0.21,76.06
30.07.2016,24.15,19.05,28.32,0.65,17.97,1.57,69.38
31.07.2016,22.23,19.43,25.76,0.88,19.54,5.17,81.06
01.08.2016,23.6,17.28,27.87,0.78,24.54,0.06,69.44
02.08.2016,24.5,20.33,28.26,1.05,22.73,0.31,66.5
03.08.2016,22.06,17.9,26.21,1.3,14.02,3.87,80.31
04.08.2016,20.23,16.09,24.56,2.21,24.95,0.35,76.94
05.08.2016,20.94,15.72,26.11,1.67,25.49,0.01,74.19
06.08.2016,23.08,16.08,29.15,2.34,25.17,0.03,78.06
07.08.2016,24.81,17.86,31.87,1.95,22.59,6.52,75.44
08.08.2016,18.99,13.71,23.83,3.02,24.83,0.27,74.69
09.08.2016,18.27,11.88,23.51,1.31,24.35,0.05,74.25
10.08.2016,20.15,13.0,26.28,1.86,20.74,0.01,75.19
11.08.2016,22.18,16.33,27.62,1.84,19.43,0.87,75.94
12.08.2016,21.71,17.97,25.84,1.49,12.06,7.12,80.06
13.08.2016,15.57,13.64,17.96,3.48,5.87,9.73,88.38
14.08.2016,16.33,13.39,21.2,2.77,4.56,60.4,93.31
15.08.2016,15.38,12.15,20.3,4.0,15.65,12.64,85.56
16.08.2016,16.36,9.92,21.65,2.03,16.39,5.76,79.5
17.08.2016,18.94,13.94,23.87,1.37,12.77,3.8,79.56
18.08.2016,20.62,14.7,26.44,2.16,18.96,0.19,76.94
19.08.2016,20.37,16.86,25.02,2.8,8.53,7.89,87.88
20.08.2016,21.4,16.19,25.89,1.53,21.11,4.09,81.94
21.08.2016,22.1,17.08,27.17,1.07,19.87,1.16,81.44
22.08.2016,21.51,17.9,25.36,2.61,20.32,2.27,88.88
23.08.2016,23.39,18.48,29.44,2.18,20.88,0.02,72.44
24.08.2016,20.16,15.62,25.15,1.88,10.71,0.96,79.12
25.08.2016,17.61,14.69,19.14,4.41,6.1,3.29,90.25
26.08.2016,16.7,12.06,21.85,3.59,21.82,0.03,78.75
27.08.2016,18.95,12.35,24.95,1.6,20.95,0.0,77.5
28.08.2016,20.47,14.69,26.98,2.58,19.88,0.0,78.31
29.08.2016,19.05,12.38,25.9,1.58,20.91,0.0,72.81
30.08.2016,19.78,12.66,27.12,2.74,19.68,0.21,70.38
31.08.2016,16.28,11.24,20.24,3.52,13.98,12.43,82.38
01.09.2016,14.19,9.1,19.15,3.24,18.62,0.01,77.75
02.09.2016,15.22,9.55,20.42,2.28,11.55,0.08,82.94
03.09.2016,16.51,12.57,21.69,2.09,15.99,0.34,80.19
04.09.2016,16.92,10.91,22.38,1.97,18.42,0.03,76.88
05.09.2016,19.19,13.58,25.23,3.21,17.73,0.09,75.69
06.09.2016,16.49,11.56,21.25,2.29,16.17,0.3,79.31
07.09.2016,14.89,10.61,20.01,3.11,17.75,0.0,75.19
08.09.2016,15.44,11.37,20.48,3.98,14.09,0.31,81.94
09.09.2016,12.96,8.3,18.0,2.99,18.0,0.02,79.25
10.09.2016,12.98,7.02,17.89,1.66,15.83,0.01,73.88
11.09.2016,15.17,7.88,21.77,1.84,18.65,0.0,74.88
12.09.2016,16.66,11.08,22.3,1.44,17.68,0.08,80.31
13.09.2016,15.52,9.5,20.76,3.84,16.27,0.02,73.56
14.09.2016,10.82,7.98,14.35,2.78,7.79,0.75,78.69
15.09.2016,10.26,6.95,14.15,3.39,9.43,0.58,79.19
16.09.2016,10.98,6.19,16.03,3.25,9.57,3.41,80.5
17.09.2016,10.55,6.75,14.21,3.15,8.43,1.34,80.44
18.09.2016,8.79,4.72,13.4,2.34,8.97,0.47,81.69
19.09.2016,6.71,2.76,10.95,2.26,8.92,0.05,80.25
20.09.2016,6.8,2.31,11.05,1.52,9.52,0.2,73.69
21.09.2016,8.44,4.93,12.87,4.1,6.71,1.01,80.19
22.09.2016,7.83,3.13,11.73,2.83,7.85,2.07,84.25
23.09.2016,8.14,4.23,12.83,3.59,10.33,0.74,85.38
24.09.2016,8.26,3.09,13.68,1.91,11.81,0.37,83.12
25.09.2016,7.24,5.19,8.21,5.19,4.63,4.21,88.81
26.09.2016,8.77,7.37,10.65,3.79,3.24,1.41,92.06
27.09.2016,9.05,6.15,12.05,3.81,4.04,0.18,81.69
28.09.2016,7.14,2.8,11.61,2.75,6.93,0.06,78.69
29.09.2016,5.16,0.94,8.38,1.77,4.22,3.55,90.19
30.09.2016,10.89,5.27,15.08,3.48,7.86,0.19,85.19
01.10.2016,14.02,9.82,19.19,2.09,10.41,0.07,88.62
02.10.2016,14.58,10.36,20.61,1.86,11.74,0.31,87.19
03.10.2016,13.42,7.49,20.87,1.74,13.19,0.0,81.94
04.10.2016,13.05,7.82,18.01,1.79,7.57,0.34,88.94
05.10.2016,14.68,11.43,18.98,3.25,8.41,0.92,83.69
06.10.2016,13.64,10.87,16.64,2.86,3.23,9.63,89.88
07.10.2016,11.2,8.33,14.8,1.87,9.2,0.4,83.44
08.10.2016,10.87,8.43,13.19,2.73,7.06,1.95,90.0
09.10.2016,11.14,7.73,13.27,4.75,1.88,13.26,92.25
10.10.2016,7.98,6.17,9.81,2.56,2.04,5.17,90.06
11.10.2016,5.12,0.05,7.54,3.41,2.96,0.65,88.56
12.10.2016,1.82,-2.17,7.78,2.64,10.77,0.0,79.31
13.10.2016,1.05,-3.98,8.0,2.3,12.18,0.0,78.56
14.10.2016,0.51,-3.08,4.29,2.85,2.93,0.12,87.19
15.10.2016,2.68,0.08,6.79,2.37,5.19,0.25,87.81
16.10.2016,1.73,-1.69,5.69,2.55,5.35,0.24,86.5
17.10.2016,0.52,-3.63,5.26,1.74,6.16,0.08,84.25
18.10.2016,0.25,-3.83,4.99,1.4,3.52,0.03,80.0
19.10.2016,0.76,-1.78,3.87,0.53,2.17,0.15,77.62
20.10.2016,-0.45,-3.64,3.08,1.23,2.02,0.19,83.81
21.10.2016,0.28,-3.56,4.1,2.28,3.99,0.11,82.69
22.10.2016,2.31,-0.99,7.48,3.49,4.95,0.01,76.44
23.10.2016,0.64,-1.74,4.18,3.91,5.36,0.0,80.25
24.10.2016,-0.91,-4.04,4.42,3.94,7.58,0.0,81.12
25.10.2016,-2.63,-5.24,2.19,3.78,10.28,0.0,72.06
26.10.2016,-2.2,-4.85,3.11,3.86,8.89,0.0,68.62
27.10.2016,-1.5,-4.42,1.88,1.95,5.13,0.0,77.44
28.10.2016,-0.99,-3.51,2.81,1.55,5.42,0.0,74.19
29.10.2016,-0.71,-2.53,0.75,4.65,1.17,7.65,90.56
30.10.2016,-0.02,-1.42,2.35,2.36,3.04,2.7,94.75
31.10.2016,-1.69,-4.13,1.01,2.49,2.28,2.8,96.31
01.11.2016,-3.17,-5.28,-0.7,1.91,3.56,1.4,94.12
02.11.2016,-2.88,-5.49,0.26,3.15,5.49,2.97,88.81
03.11.2016,-0.18,-2.35,1.41,3.78,2.56,8.06,95.75
04.11.2016,-1.26,-5.56,0.82,3.73,3.5,0.7,93.62
05.11.2016,-4.49,-8.15,-0.27,2.84,5.17,0.16,91.12
06.11.2016,-1.44,-6.22,1.08,3.92,2.12,13.96,93.75
07.11.2016,4.21,0.57,7.97,4.34,2.06,13.49,99.44
08.11.2016,1.99,-0.12,7.42,2.24,2.74,1.71,96.88
09.11.2016,0.97,0.14,2.97,4.23,2.23,6.24,94.75
10.11.2016,7.31,1.09,10.01,3.32,1.41,14.33,99.31
11.11.2016,-0.8,-5.06,8.73,5.91,1.15,8.22,87.56
12.11.2016,-4.07,-7.27,-1.67,4.3,2.34,0.44,84.38
13.11.2016,-4.22,-7.36,-1.48,2.59,5.49,1.03,81.12
14.11.2016,-2.42,-6.11,-0.17,4.91,1.01,4.62,92.94
15.11.2016,-5.47,-7.13,-2.44,2.19,2.25,0.31,94.75
16.11.2016,-5.56,-8.03,-2.18,1.91,1.17,0.15,95.94
17.11.2016,-7.09,-9.02,-3.83,2.73,1.7,0.15,94.31
18.11.2016,-4.42,-7.9,-1.3,3.61,1.79,0.61,94.88
19.11.2016,-2.76,-4.93,0.15,4.26,4.06,0.16,92.38
20.11.2016,-5.06,-7.58,-1.52,5.23,4.8,0.01,89.25
21.11.2016,-8.06,-11.9,-3.2,4.33,5.19,0.0,88.0
22.11.2016,-10.87,-14.55,-5.11,3.62,5.38,0.0,91.0
23.11.2016,-10.82,-14.88,-4.45,3.26,5.52,0.0,88.19
24.11.2016,-9.73,-13.63,-4.74,3.13,3.17,0.03,97.12
25.11.2016,-3.99,-8.49,-1.32,2.8,1.46,0.36,96.19
26.11.2016,-2.49,-5.84,0.37,4.84,1.62,2.41,92.94
27.11.2016,-0.7,-2.11,0.53,5.46,1.36,1.74,95.44
28.11.2016,-1.34,-3.05,0.22,3.39,1.59,6.92,96.5
29.11.2016,-9.05,-15.74,-2.46,2.95,3.8,1.15,96.0
30.11.2016,-16.13,-20.02,-10.54,2.28,4.96,0.06,98.69
01.12.2016,-10.16,-16.21,-7.29,3.98,3.39,1.52,98.0
02.12.2016,-6.62,-9.85,-4.87,3.49,1.93,3.66,97.62
03.12.2016,-9.1,-10.88,-7.48,2.3,1.47,5.52,98.88
04.12.2016,-9.07,-11.63,-6.95,1.34,1.76,3.07,97.69
05.12.2016,-10.42,-13.54,-6.45,5.43,2.41,2.73,97.56
06.12.2016,-6.67,-17.26,-1.81,5.14,2.25,2.54,95.62
07.12.2016,-16.25,-20.38,-13.09,3.93,4.49,0.07,96.94
08.12.2016,-9.69,-14.23,-5.67,4.73,2.37,7.04,97.56
09.12.2016,-3.87,-7.43,-0.3,2.13,2.77,1.98,98.25
10.12.2016,-0.64,-7.63,0.6,3.98,2.29,1.2,95.62
11.12.2016,-10.69,-15.84,-7.19,2.16,3.77,0.12,95.31
12.12.2016,-12.56,-19.93,-10.09,3.79,2.84,4.48,97.69
13.12.2016,-15.89,-20.41,-11.95,1.88,4.59,0.3,98.81
14.12.2016,-15.13,-20.88,-9.16,2.48,4.72,0.82,98.44
15.12.2016,-13.35,-19.73,-9.78,2.43,3.5,0.32,97.5
16.12.2016,-17.73,-21.42,-12.95,1.52,4.6,0.16,98.25
17.12.2016,-14.94,-19.84,-9.77,2.93,2.42,0.36,96.88
18.12.2016,-5.31,-8.92,-3.23,4.11,2.48,0.76,97.0
19.12.2016,-5.5,-7.22,-4.36,3.75,3.06,1.14,96.06
20.12.2016,-13.78,-22.35,-5.67,2.86,3.87,0.06,91.38
21.12.2016,-10.0,-21.06,-4.5,3.09,2.18,1.29,95.0
22.12.2016,-3.38,-6.06,-1.88,2.04,2.46,0.58,98.62
23.12.2016,-6.96,-9.14,-5.63,2.91,1.65,0.38,98.06
24.12.2016,-7.42,-9.73,-3.17,2.64,1.63,0.77,97.62
25.12.2016,-4.98,-7.4,-3.11,3.26,1.41,0.63,98.25
26.12.2016,-6.71,-10.13,-4.06,3.15,1.85,0.37,98.62
27.12.2016,-2.52,-5.92,-0.28,5.16,2.19,3.69,96.62
28.12.2016,-3.35,-4.85,-1.32,2.58,2.66,2.6,96.94
29.12.2016,-7.27,-14.42,-3.74,3.12,1.94,0.43,96.5
30.12.2016,-10.85,-14.78,-6.74,2.88,3.24,0.06,98.5
31.12.2016,-6.16,-8.69,-4.45,4.16,2.81,0.29,96.94
